symbol,date,long_shares,short_shares,close,equity,market_value,margin,unrealized_pnl
CGNX,2020-06-12,537,0,55.16,29620.92,29620.92,0.0,12458.4
IBM,2020-06-15,44,0,116.3,5117.21,5117.21,0.0,-1975.31
HPQ,2020-06-15,480,0,16.87,8097.6,8097.6,0.0,883.2
INTC,2020-06-15,191,0,60.1,11479.1,11479.1,0.0,4496.14
GE,2020-06-15,36,0,45.21,1627.73,1627.73,0.0,-5230.63
AMD,2020-06-15,2099,0,54.68,114773.32,114773.32,0.0,90886.7
COHU,2020-06-15,1229,0,15.81,19430.49,19430.49,0.0,2556.32
MSFT,2020-06-15,111,0,188.94,20972.34,20972.34,0.0,14042.61
TXN,2020-06-15,95,0,124.23,11801.85,11801.85,0.0,4808.9
CGNX,2020-06-15,537,0,55.9,30018.3,30018.3,0.0,12855.78
IBM,2020-06-16,44,0,119.65,5264.44,5264.44,0.0,-1828.08
HPQ,2020-06-16,480,0,17.25,8280.0,8280.0,0.0,1065.6
INTC,2020-06-16,191,0,60.4,11536.4,11536.4,0.0,4553.44
GE,2020-06-16,36,0,46.65,1679.44,1679.44,0.0,-5178.92
AMD,2020-06-16,2099,0,54.46,114311.54,114311.54,0.0,90424.92
COHU,2020-06-16,1229,0,16.93,20806.97,20806.97,0.0,3932.8
MSFT,2020-06-16,111,0,193.57,21486.27,21486.27,0.0,14556.54
TXN,2020-06-16,95,0,126.11,11980.45,11980.45,0.0,4987.5
CGNX,2020-06-16,537,0,56.71,30453.27,30453.27,0.0,13290.75
IBM,2020-06-17,44,0,118.69,5222.37,5222.37,0.0,-1870.15
HPQ,2020-06-17,480,0,16.82,8073.6,8073.6,0.0,859.2
INTC,2020-06-17,191,0,60.49,11553.59,11553.59,0.0,4570.63
GE,2020-06-17,36,0,45.21,1627.73,1627.73,0.0,-5230.63
AMD,2020-06-17,2099,0,54.55,114500.45,114500.45,0.0,90613.83
COHU,2020-06-17,1229,0,16.79,20634.91,20634.91,0.0,3760.74
MSFT,2020-06-17,111,0,194.24,21560.64,21560.64,0.0,14630.91
TXN,2020-06-17,95,0,126.22,11990.9,11990.9,0.0,4997.95
CGNX,2020-06-17,537,0,56.53,30356.61,30356.61,0.0,13194.09
IBM,2020-06-18,44,0,118.7,5222.79,5222.79,0.0,-1869.73
HPQ,2020-06-18,480,0,16.92,8121.6,8121.6,0.0,907.2
INTC,2020-06-18,191,0,60.08,11475.28,11475.28,0.0,4492.32
GE,2020-06-18,36,0,45.46,1636.72,1636.72,0.0,-5221.64
AMD,2020-06-18,2099,0,54.04,113429.96,113429.96,0.0,89543.34
COHU,2020-06-18,1229,0,17.45,21446.05,21446.05,0.0,4571.88
MSFT,2020-06-18,111,0,196.32,21791.52,21791.52,0.0,14861.79
TXN,2020-06-18,95,0,125.98,11968.1,11968.1,0.0,4975.15
CGNX,2020-06-18,537,0,56.0,30072.0,30072.0,0.0,12909.48
IBM,2020-06-19,44,0,117.08,5151.7,5151.7,0.0,-1940.82
HPQ,2020-06-19,480,0,16.78,8054.4,8054.4,0.0,840.0
INTC,2020-06-19,191,0,59.62,11387.42,11387.42,0.0,4404.46
GE,2020-06-19,36,0,44.65,1607.49,1607.49,0.0,-5250.87
AMD,2020-06-19,2099,0,54.23,113828.77,113828.77,0.0,89942.15
COHU,2020-06-19,1229,0,17.5,21507.5,21507.5,0.0,4633.33
MSFT,2020-06-19,111,0,195.15,21661.65,21661.65,0.0,14731.92
TXN,2020-06-19,95,0,124.89,11864.55,11864.55,0.0,4871.6
CGNX,2020-06-19,537,0,56.85,30528.45,30528.45,0.0,13365.93
IBM,2020-06-22,44,0,115.75,5092.81,5092.81,0.0,-1999.71
HPQ,2020-06-22,480,0,16.93,8126.4,8126.4,0.0,912.0
INTC,2020-06-22,191,0,60.09,11477.19,11477.19,0.0,4494.23
GE,2020-06-22,36,0,43.97,1582.76,1582.76,0.0,-5275.6
AMD,2020-06-22,2099,0,54.76,114941.24,114941.24,0.0,91054.62
COHU,2020-06-22,1229,0,17.47,21470.63,21470.63,0.0,4596.46
MSFT,2020-06-22,111,0,200.57,22263.27,22263.27,0.0,15333.54
TXN,2020-06-22,95,0,125.23,11896.85,11896.85,0.0,4903.9
CGNX,2020-06-22,537,0,58.15,31226.55,31226.55,0.0,14064.03
IBM,2020-06-23,44,0,114.16,5022.98,5022.98,0.0,-2069.54
HPQ,2020-06-23,480,0,17.01,8164.8,8164.8,0.0,950.4
INTC,2020-06-23,191,0,59.92,11444.72,11444.72,0.0,4461.76
GE,2020-06-23,36,0,43.72,1573.77,1573.77,0.0,-5284.59
AMD,2020-06-23,2099,0,53.99,113325.01,113325.01,0.0,89438.39
COHU,2020-06-23,1229,0,17.18,21114.22,21114.22,0.0,4240.05
MSFT,2020-06-23,111,0,201.91,22412.01,22412.01,0.0,15482.28
TXN,2020-06-23,95,0,126.62,12028.9,12028.9,0.0,5035.95
CGNX,2020-06-23,537,0,58.81,31580.97,31580.97,0.0,14418.45
IBM,2020-06-24,44,0,111.3,4897.21,4897.21,0.0,-2195.31
HPQ,2020-06-24,480,0,16.2,7776.0,7776.0,0.0,561.6
INTC,2020-06-24,191,0,59.09,11286.19,11286.19,0.0,4303.23
GE,2020-06-24,36,0,40.78,1468.1,1468.1,0.0,-5390.26
AMD,2020-06-24,2099,0,52.39,109966.61,109966.61,0.0,86079.99
COHU,2020-06-24,1229,0,16.29,20020.41,20020.41,0.0,3146.24
MSFT,2020-06-24,111,0,197.84,21960.24,21960.24,0.0,15030.51
TXN,2020-06-24,95,0,123.99,11779.05,11779.05,0.0,4786.1
CGNX,2020-06-24,537,0,57.89,31086.93,31086.93,0.0,13924.41
IBM,2020-06-25,44,0,113.8,5007.0,5007.0,0.0,-2085.52
HPQ,2020-06-25,480,0,16.37,7857.6,7857.6,0.0,643.2
INTC,2020-06-25,191,0,58.51,11175.41,11175.41,0.0,4192.45
GE,2020-06-25,36,0,41.72,1501.83,1501.83,0.0,-5356.53
AMD,2020-06-25,2099,0,51.93,109001.07,109001.07,0.0,85114.45
COHU,2020-06-25,1229,0,16.58,20376.82,20376.82,0.0,3502.65
MSFT,2020-06-25,111,0,200.34,22237.74,22237.74,0.0,15308.01
TXN,2020-06-25,95,0,125.06,11880.7,11880.7,0.0,4887.75
CGNX,2020-06-25,537,0,61.34,32939.58,32939.58,0.0,15777.06
IBM,2020-06-26,44,0,112.04,4929.6,4929.6,0.0,-2162.92
HPQ,2020-06-26,480,0,16.61,7972.8,7972.8,0.0,758.4
INTC,2020-06-26,191,0,57.5,10982.5,10982.5,0.0,3999.54
GE,2020-06-26,36,0,40.47,1456.86,1456.86,0.0,-5401.5
AMD,2020-06-26,2099,0,50.1,105159.9,105159.9,0.0,81273.28
COHU,2020-06-26,1229,0,16.05,19725.45,19725.45,0.0,2851.28
MSFT,2020-06-26,111,0,196.33,21792.63,21792.63,0.0,14862.9
TXN,2020-06-26,95,0,123.37,11720.15,11720.15,0.0,4727.2
CGNX,2020-06-26,537,0,58.64,31489.68,31489.68,0.0,14327.16
IBM,2020-06-29,44,0,114.48,5037.28,5037.28,0.0,-2055.24
HPQ,2020-06-29,480,0,17.13,8222.4,8222.4,0.0,1008.0
INTC,2020-06-29,191,0,58.27,11129.57,11129.57,0.0,4146.61
GE,2020-06-29,36,0,42.47,1528.81,1528.81,0.0,-5329.55
AMD,2020-06-29,2099,0,50.28,105537.72,105537.72,0.0,81651.1
COHU,2020-06-29,1229,0,16.78,20622.62,20622.62,0.0,3748.45
MSFT,2020-06-29,111,0,198.44,22026.84,22026.84,0.0,15097.11
TXN,2020-06-29,95,0,124.77,11853.15,11853.15,0.0,4860.2
CGNX,2020-06-29,537,0,58.67,31505.79,31505.79,0.0,14343.27
IBM,2020-06-30,44,0,115.46,5080.19,5080.19,0.0,-2012.33
HPQ,2020-06-30,480,0,17.43,8366.4,8366.4,0.0,1152.0
INTC,2020-06-30,191,0,59.83,11427.53,11427.53,0.0,4444.57
GE,2020-06-30,36,0,42.65,1535.55,1535.55,0.0,-5322.81
AMD,2020-06-30,2099,0,52.61,110428.39,110428.39,0.0,86541.77
COHU,2020-06-30,1229,0,17.34,21310.86,21310.86,0.0,4436.69
MSFT,2020-06-30,111,0,203.51,22589.61,22589.61,0.0,15659.88
TXN,2020-06-30,95,0,126.97,12062.15,12062.15,0.0,5069.2
CGNX,2020-06-30,537,0,59.72,32069.64,32069.64,0.0,14907.12
IBM,2020-07-01,44,0,113.33,4986.39,4986.39,0.0,-2106.13
HPQ,2020-07-01,480,0,17.0,8160.0,8160.0,0.0,945.6
INTC,2020-07-01,191,0,58.81,11232.71,11232.71,0.0,4249.75
GE,2020-07-01,36,0,42.09,1515.32,1515.32,0.0,-5343.04
AMD,2020-07-01,2099,0,52.58,110365.42,110365.42,0.0,86478.8
COHU,2020-07-01,1229,0,16.59,20389.11,20389.11,0.0,3514.94
MSFT,2020-07-01,111,0,204.7,22721.7,22721.7,0.0,15791.97
TXN,2020-07-01,95,0,124.8,11856.0,11856.0,0.0,4863.05
CGNX,2020-07-01,537,0,59.05,31709.85,31709.85,0.0,14547.33
IBM,2020-07-02,44,0,114.44,5035.18,5035.18,0.0,-2057.34
HPQ,2020-07-02,480,0,17.07,8193.6,8193.6,0.0,979.2
INTC,2020-07-02,191,0,59.13,11293.83,11293.83,0.0,4310.87
GE,2020-07-02,36,0,42.59,1533.3,1533.3,0.0,-5325.06
AMD,2020-07-02,2099,0,52.34,109861.66,109861.66,0.0,85975.04
COHU,2020-07-02,1229,0,16.87,20733.23,20733.23,0.0,3859.06
MSFT,2020-07-02,111,0,206.26,22894.86,22894.86,0.0,15965.13
TXN,2020-07-02,95,0,125.81,11951.95,11951.95,0.0,4959.0
CGNX,2020-07-02,537,0,60.42,32445.54,32445.54,0.0,15283.02
IBM,2020-07-06,44,0,114.9,5055.79,5055.79,0.0,-2036.73
HPQ,2020-07-06,480,0,17.46,8380.8,8380.8,0.0,1166.4
INTC,2020-07-06,191,0,59.54,11372.14,11372.14,0.0,4389.18
GE,2020-07-06,36,0,43.72,1573.77,1573.77,0.0,-5284.59
AMD,2020-07-06,2099,0,53.4,112086.6,112086.6,0.0,88199.98
COHU,2020-07-06,1229,0,17.31,21273.99,21273.99,0.0,4399.82
MSFT,2020-07-06,111,0,210.7,23387.7,23387.7,0.0,16457.97
TXN,2020-07-06,95,0,129.53,12305.35,12305.35,0.0,5312.4
CGNX,2020-07-06,537,0,61.88,33229.56,33229.56,0.0,16067.04
IBM,2020-07-07,44,0,112.41,4946.0,4946.0,0.0,-2146.52
HPQ,2020-07-07,480,0,16.63,7982.4,7982.4,0.0,768.0
INTC,2020-07-07,191,0,58.31,11137.21,11137.21,0.0,4154.25
GE,2020-07-07,36,0,42.22,1519.81,1519.81,0.0,-5338.55
AMD,2020-07-07,2099,0,52.93,111100.07,111100.07,0.0,87213.45
COHU,2020-07-07,1229,0,16.41,20167.89,20167.89,0.0,3293.72
MSFT,2020-07-07,111,0,208.25,23115.75,23115.75,0.0,16186.02
TXN,2020-07-07,95,0,128.6,12217.0,12217.0,0.0,5224.05
CGNX,2020-07-07,537,0,60.76,32628.12,32628.12,0.0,15465.6
IBM,2020-07-08,44,0,112.53,4951.47,4951.47,0.0,-2141.05
HPQ,2020-07-08,480,0,16.75,8040.0,8040.0,0.0,825.6
INTC,2020-07-08,191,0,58.61,11194.51,11194.51,0.0,4211.55
GE,2020-07-08,36,0,42.84,1542.3,1542.3,0.0,-5316.06
AMD,2020-07-08,2099,0,53.43,112149.57,112149.57,0.0,88262.95
COHU,2020-07-08,1229,0,16.75,20585.75,20585.75,0.0,3711.58
MSFT,2020-07-08,111,0,212.83,23624.13,23624.13,0.0,16694.4
TXN,2020-07-08,95,0,129.26,12279.7,12279.7,0.0,5286.75
CGNX,2020-07-08,537,0,61.32,32928.84,32928.84,0.0,15766.32
IBM,2020-07-09,44,0,110.62,4867.34,4867.34,0.0,-2225.18
HPQ,2020-07-09,480,0,16.41,7876.8,7876.8,0.0,662.4
INTC,2020-07-09,191,0,58.42,11158.22,11158.22,0.0,4175.26
GE,2020-07-09,36,0,41.09,1479.34,1479.34,0.0,-5379.02
AMD,2020-07-09,2099,0,57.26,120188.74,120188.74,0.0,96302.12
COHU,2020-07-09,1229,0,16.89,20757.81,20757.81,0.0,3883.64
MSFT,2020-07-09,111,0,214.32,23789.52,23789.52,0.0,16859.79
TXN,2020-07-09,95,0,130.43,12390.85,12390.85,0.0,5397.9
CGNX,2020-07-09,537,0,62.27,33438.99,33438.99,0.0,16276.47
IBM,2020-07-10,44,0,113.15,4978.39,4978.39,0.0,-2114.13
HPQ,2020-07-10,480,0,16.99,8155.2,8155.2,0.0,940.8
INTC,2020-07-10,191,0,59.53,11370.23,11370.23,0.0,4387.27
GE,2020-07-10,36,0,41.78,1504.07,1504.07,0.0,-5354.29
AMD,2020-07-10,2099,0,55.88,117292.12,117292.12,0.0,93405.5
COHU,2020-07-10,1229,0,16.83,20684.07,20684.07,0.0,3809.9
MSFT,2020-07-10,111,0,213.67,23717.37,23717.37,0.0,16787.64
TXN,2020-07-10,95,0,130.53,12400.35,12400.35,0.0,5407.4
CGNX,2020-07-10,537,0,62.16,33379.92,33379.92,0.0,16217.4
IBM,2020-07-13,44,0,113.96,5014.15,5014.15,0.0,-2078.37
HPQ,2020-07-13,480,0,17.08,8198.4,8198.4,0.0,984.0
INTC,2020-07-13,191,0,58.58,11188.78,11188.78,0.0,4205.82
GE,2020-07-13,36,0,41.84,1506.32,1506.32,0.0,-5352.04
AMD,2020-07-13,2099,0,53.59,112485.41,112485.41,0.0,88598.79
COHU,2020-07-13,1229,0,16.71,20536.59,20536.59,0.0,3662.42
MSFT,2020-07-13,111,0,207.07,22984.77,22984.77,0.0,16055.04
TXN,2020-07-13,95,0,128.82,12237.9,12237.9,0.0,5244.95
CGNX,2020-07-13,537,0,60.32,32391.84,32391.84,0.0,15229.32
IBM,2020-07-14,44,0,115.3,5073.04,5073.04,0.0,-2019.48
HPQ,2020-07-14,480,0,17.79,8539.2,8539.2,0.0,1324.8
INTC,2020-07-14,191,0,58.98,11265.18,11265.18,0.0,4282.22
GE,2020-07-14,36,0,42.97,1546.79,1546.79,0.0,-5311.57
AMD,2020-07-14,2099,0,54.72,114857.28,114857.28,0.0,90970.66
COHU,2020-07-14,1229,0,16.73,20561.17,20561.17,0.0,3687.0
MSFT,2020-07-14,111,0,208.35,23126.85,23126.85,0.0,16197.12
TXN,2020-07-14,95,0,131.89,12529.55,12529.55,0.0,5536.6
CGNX,2020-07-14,537,0,61.47,33009.39,33009.39,0.0,15846.87
IBM,2020-07-15,44,0,117.59,5174.0,5174.0,0.0,-1918.52
HPQ,2020-07-15,480,0,17.79,8539.2,8539.2,0.0,1324.8
INTC,2020-07-15,191,0,59.03,11274.73,11274.73,0.0,4291.77
GE,2020-07-15,36,0,44.59,1605.25,1605.25,0.0,-5253.11
AMD,2020-07-15,2099,0,55.34,116158.66,116158.66,0.0,92272.04
COHU,2020-07-15,1229,0,16.95,20831.55,20831.55,0.0,3957.38
MSFT,2020-07-15,111,0,208.04,23092.44,23092.44,0.0,16162.71
TXN,2020-07-15,95,0,132.15,12554.25,12554.25,0.0,5561.3
CGNX,2020-07-15,537,0,62.48,33551.76,33551.76,0.0,16389.24
IBM,2020-07-16,44,0,118.56,5216.48,5216.48,0.0,-1876.04
HPQ,2020-07-16,480,0,17.83,8558.4,8558.4,0.0,1344.0
INTC,2020-07-16,191,0,59.14,11295.74,11295.74,0.0,4312.78
GE,2020-07-16,36,0,44.03,1585.01,1585.01,0.0,-5273.35
AMD,2020-07-16,2099,0,54.92,115277.08,115277.08,0.0,91390.46
COHU,2020-07-16,1229,0,16.5,20278.5,20278.5,0.0,3404.33
MSFT,2020-07-16,111,0,203.92,22635.12,22635.12,0.0,15705.39
TXN,2020-07-16,95,0,132.18,12557.1,12557.1,0.0,5564.15
CGNX,2020-07-16,537,0,62.45,33535.65,33535.65,0.0,16373.13
IBM,2020-07-17,44,0,119.61,5262.75,5262.75,0.0,-1829.77
HPQ,2020-07-17,480,0,17.55,8424.0,8424.0,0.0,1209.6
INTC,2020-07-17,191,0,60.0,11460.0,11460.0,0.0,4477.04
GE,2020-07-17,36,0,44.15,1589.51,1589.51,0.0,-5268.85
AMD,2020-07-17,2099,0,55.04,115528.96,115528.96,0.0,91642.34
COHU,2020-07-17,1229,0,16.75,20585.75,20585.75,0.0,3711.58
MSFT,2020-07-17,111,0,202.88,22519.68,22519.68,0.0,15589.95
TXN,2020-07-17,95,0,133.89,12719.55,12719.55,0.0,5726.6
CGNX,2020-07-17,537,0,63.53,34115.61,34115.61,0.0,16953.09
IBM,2020-07-20,44,0,120.81,5315.76,5315.76,0.0,-1776.76
HPQ,2020-07-20,480,0,17.65,8472.0,8472.0,0.0,1257.6
INTC,2020-07-20,191,0,61.15,11679.65,11679.65,0.0,4696.69
GE,2020-07-20,36,0,42.9,1544.54,1544.54,0.0,-5313.82
AMD,2020-07-20,2099,0,57.46,120608.54,120608.54,0.0,96721.92
COHU,2020-07-20,1229,0,17.08,20991.32,20991.32,0.0,4117.15
MSFT,2020-07-20,111,0,211.6,23487.6,23487.6,0.0,16557.87
TXN,2020-07-20,95,0,136.58,12975.1,12975.1,0.0,5982.15
CGNX,2020-07-20,537,0,63.87,34298.19,34298.19,0.0,17135.67
IBM,2020-07-21,44,0,120.52,5302.72,5302.72,0.0,-1789.8
HPQ,2020-07-21,480,0,17.48,8390.4,8390.4,0.0,1176.0
INTC,2020-07-21,191,0,60.7,11593.7,11593.7,0.0,4610.74
GE,2020-07-21,36,0,43.97,1582.76,1582.76,0.0,-5275.6
AMD,2020-07-21,2099,0,57.0,119643.0,119643.0,0.0,95756.38
COHU,2020-07-21,1229,0,17.07,20979.03,20979.03,0.0,4104.86
MSFT,2020-07-21,111,0,208.75,23171.25,23171.25,0.0,16241.52
TXN,2020-07-21,95,0,135.48,12870.6,12870.6,0.0,5877.65
CGNX,2020-07-21,537,0,63.5,34099.5,34099.5,0.0,16936.98
IBM,2020-07-22,44,0,123.01,5412.5,5412.5,0.0,-1680.02
HPQ,2020-07-22,480,0,17.73,8510.4,8510.4,0.0,1296.0
INTC,2020-07-22,191,0,61.05,11660.55,11660.55,0.0,4677.59
GE,2020-07-22,36,0,44.09,1587.26,1587.26,0.0,-5271.1
AMD,2020-07-22,2099,0,61.79,129697.21,129697.21,0.0,105810.59
COHU,2020-07-22,1229,0,17.34,21310.86,21310.86,0.0,4436.69
MSFT,2020-07-22,111,0,211.75,23504.25,23504.25,0.0,16574.52
TXN,2020-07-22,95,0,132.53,12590.35,12590.35,0.0,5597.4
CGNX,2020-07-22,537,0,63.33,34008.21,34008.21,0.0,16845.69
IBM,2020-07-23,44,0,121.73,5356.14,5356.14,0.0,-1736.38
HPQ,2020-07-23,480,0,17.66,8476.8,8476.8,0.0,1262.4
INTC,2020-07-23,191,0,60.4,11536.4,11536.4,0.0,4553.44
GE,2020-07-23,36,0,43.97,1582.76,1582.76,0.0,-5275.6
AMD,2020-07-23,2099,0,59.57,125037.43,125037.43,0.0,101150.81
COHU,2020-07-23,1229,0,18.22,22392.38,22392.38,0.0,5518.21
MSFT,2020-07-23,111,0,202.54,22481.94,22481.94,0.0,15552.21
TXN,2020-07-23,95,0,129.04,12258.8,12258.8,0.0,5265.85
CGNX,2020-07-23,537,0,64.25,34502.25,34502.25,0.0,17339.73
IBM,2020-07-24,44,0,120.26,5291.36,5291.36,0.0,-1801.16
HPQ,2020-07-24,480,0,17.5,8400.0,8400.0,0.0,1185.6
INTC,2020-07-24,191,0,50.59,9662.69,9662.69,0.0,2679.73
GE,2020-07-24,36,0,42.84,1542.3,1542.3,0.0,-5316.06
AMD,2020-07-24,2099,0,69.4,145670.6,145670.6,0.0,121783.98
COHU,2020-07-24,1229,0,18.05,22183.45,22183.45,0.0,5309.28
MSFT,2020-07-24,111,0,201.3,22344.3,22344.3,0.0,15414.57
TXN,2020-07-24,95,0,129.63,12314.85,12314.85,0.0,5321.9
CGNX,2020-07-24,537,0,64.22,34486.14,34486.14,0.0,17323.62
IBM,2020-07-27,44,0,120.66,5309.02,5309.02,0.0,-1783.5
HPQ,2020-07-27,480,0,17.81,8548.8,8548.8,0.0,1334.4
INTC,2020-07-27,191,0,49.57,9467.87,9467.87,0.0,2484.91
GE,2020-07-27,36,0,41.9,1508.57,1508.57,0.0,-5349.79
AMD,2020-07-27,2099,0,68.97,144768.03,144768.03,0.0,120881.41
COHU,2020-07-27,1229,0,18.79,23092.91,23092.91,0.0,6218.74
MSFT,2020-07-27,111,0,203.85,22627.35,22627.35,0.0,15697.62
TXN,2020-07-27,95,0,132.12,12551.4,12551.4,0.0,5558.45
CGNX,2020-07-27,537,0,66.48,35699.76,35699.76,0.0,18537.24
IBM,2020-07-28,44,0,119.0,5235.83,5235.83,0.0,-1856.69
HPQ,2020-07-28,480,0,16.7,8016.0,8016.0,0.0,801.6
INTC,2020-07-28,191,0,49.24,9404.84,9404.84,0.0,2421.88
GE,2020-07-28,36,0,43.03,1549.04,1549.04,0.0,-5309.32
AMD,2020-07-28,2099,0,67.61,141913.39,141913.39,0.0,118026.77
COHU,2020-07-28,1229,0,18.48,22711.92,22711.92,0.0,5837.75
MSFT,2020-07-28,111,0,202.02,22424.22,22424.22,0.0,15494.49
TXN,2020-07-28,95,0,130.13,12362.35,12362.35,0.0,5369.4
CGNX,2020-07-28,537,0,64.63,34706.31,34706.31,0.0,17543.79
IBM,2020-07-29,44,0,119.81,5271.59,5271.59,0.0,-1820.93
HPQ,2020-07-29,480,0,17.08,8198.4,8198.4,0.0,984.0
INTC,2020-07-29,191,0,48.07,9181.37,9181.37,0.0,2198.41
GE,2020-07-29,36,0,41.16,1481.59,1481.59,0.0,-5376.77
AMD,2020-07-29,2099,0,76.09,159712.9,159712.9,0.0,135826.28
COHU,2020-07-29,1229,0,18.65,22920.85,22920.85,0.0,6046.68
MSFT,2020-07-29,111,0,204.06,22650.66,22650.66,0.0,15720.93
TXN,2020-07-29,95,0,131.64,12505.8,12505.8,0.0,5512.85
CGNX,2020-07-29,537,0,65.89,35382.93,35382.93,0.0,18220.41
IBM,2020-07-30,44,0,117.5,5169.79,5169.79,0.0,-1922.73
HPQ,2020-07-30,480,0,17.24,8275.2,8275.2,0.0,1060.8
INTC,2020-07-30,191,0,47.99,9166.09,9166.09,0.0,2183.13
GE,2020-07-30,36,0,39.09,1407.4,1407.4,0.0,-5450.96
AMD,2020-07-30,2099,0,78.2,164141.79,164141.79,0.0,140255.17
COHU,2020-07-30,1229,0,19.43,23879.47,23879.47,0.0,7005.3
MSFT,2020-07-30,111,0,203.9,22632.9,22632.9,0.0,15703.17
TXN,2020-07-30,95,0,128.89,12244.55,12244.55,0.0,5251.6
CGNX,2020-07-30,537,0,65.98,35431.26,35431.26,0.0,18268.74
IBM,2020-07-31,44,0,117.53,5171.47,5171.47,0.0,-1921.05
HPQ,2020-07-31,480,0,17.58,8438.4,8438.4,0.0,1224.0
INTC,2020-07-31,191,0,47.73,9116.43,9116.43,0.0,2133.47
GE,2020-07-31,36,0,37.91,1364.68,1364.68,0.0,-5493.68
AMD,2020-07-31,2099,0,77.43,162525.57,162525.57,0.0,138638.95
COHU,2020-07-31,1229,0,18.83,23142.07,23142.07,0.0,6267.9
MSFT,2020-07-31,111,0,205.01,22756.11,22756.11,0.0,15826.38
TXN,2020-07-31,95,0,127.55,12117.25,12117.25,0.0,5124.3
CGNX,2020-07-31,537,0,66.87,35909.19,35909.19,0.0,18746.67
IBM,2020-08-03,44,0,118.84,5229.1,5229.1,0.0,-1863.42
HPQ,2020-08-03,480,0,17.77,8529.6,8529.6,0.0,1315.2
INTC,2020-08-03,191,0,48.3,9225.3,9225.3,0.0,2242.34
GE,2020-08-03,36,0,38.16,1373.68,1373.68,0.0,-5484.68
AMD,2020-08-03,2099,0,77.67,163029.33,163029.33,0.0,139142.71
COHU,2020-08-03,1229,0,18.99,23338.71,23338.71,0.0,6464.54
MSFT,2020-08-03,111,0,216.54,24035.94,24035.94,0.0,17106.21
TXN,2020-08-03,95,0,129.32,12285.4,12285.4,0.0,5292.45
CGNX,2020-08-03,537,0,66.88,35914.56,35914.56,0.0,18752.04
IBM,2020-08-04,44,0,120.31,5293.46,5293.46,0.0,-1799.06
HPQ,2020-08-04,480,0,17.89,8587.2,8587.2,0.0,1372.8
INTC,2020-08-04,191,0,49.13,9383.83,9383.83,0.0,2400.87
GE,2020-08-04,36,0,38.35,1380.42,1380.42,0.0,-5477.94
AMD,2020-08-04,2099,0,85.04,178498.96,178498.96,0.0,154612.34
COHU,2020-08-04,1229,0,18.46,22687.34,22687.34,0.0,5813.17
MSFT,2020-08-04,111,0,213.29,23675.19,23675.19,0.0,16745.46
TXN,2020-08-04,95,0,132.23,12561.85,12561.85,0.0,5568.9
CGNX,2020-08-04,537,0,67.27,36123.99,36123.99,0.0,18961.47
IBM,2020-08-05,44,0,119.93,5277.06,5277.06,0.0,-1815.46
HPQ,2020-08-05,480,0,17.97,8625.6,8625.6,0.0,1411.2
INTC,2020-08-05,191,0,48.92,9343.72,9343.72,0.0,2360.76
GE,2020-08-05,36,0,39.97,1438.88,1438.88,0.0,-5419.48
AMD,2020-08-05,2099,0,85.31,179065.68,179065.68,0.0,155179.06
COHU,2020-08-05,1229,0,18.47,22699.63,22699.63,0.0,5825.46
MSFT,2020-08-05,111,0,212.94,23636.34,23636.34,0.0,16706.61
TXN,2020-08-05,95,0,132.7,12606.5,12606.5,0.0,5613.55
CGNX,2020-08-05,537,0,68.64,36859.68,36859.68,0.0,19697.16
IBM,2020-08-06,44,0,120.57,5305.24,5305.24,0.0,-1787.28
HPQ,2020-08-06,480,0,18.27,8769.6,8769.6,0.0,1555.2
INTC,2020-08-06,191,0,48.57,9276.87,9276.87,0.0,2293.91
GE,2020-08-06,36,0,39.53,1423.14,1423.14,0.0,-5435.22
AMD,2020-08-06,2099,0,86.71,182004.29,182004.29,0.0,158117.67
COHU,2020-08-06,1229,0,17.72,21777.88,21777.88,0.0,4903.71
MSFT,2020-08-06,111,0,216.35,24014.85,24014.85,0.0,17085.12
TXN,2020-08-06,95,0,133.74,12705.3,12705.3,0.0,5712.35
CGNX,2020-08-06,537,0,67.57,36285.09,36285.09,0.0,19122.57
IBM,2020-08-07,44,0,119.46,5256.44,5256.44,0.0,-1836.08
HPQ,2020-08-07,480,0,18.47,8865.6,8865.6,0.0,1651.2
INTC,2020-08-07,191,0,48.03,9173.73,9173.73,0.0,2190.77
GE,2020-08-07,36,0,39.97,1438.88,1438.88,0.0,-5419.48
AMD,2020-08-07,2099,0,84.85,178100.15,178100.15,0.0,154213.53
COHU,2020-08-07,1229,0,17.91,22011.39,22011.39,0.0,5137.22
MSFT,2020-08-07,111,0,212.48,23585.28,23585.28,0.0,16655.55
TXN,2020-08-07,95,0,133.56,12688.2,12688.2,0.0,5695.25
CGNX,2020-08-07,537,0,67.14,36054.18,36054.18,0.0,18891.66
IBM,2020-08-10,44,0,121.52,5346.88,5346.88,0.0,-1745.64
HPQ,2020-08-10,480,0,18.98,9110.4,9110.4,0.0,1896.0
INTC,2020-08-10,191,0,49.22,9401.02,9401.02,0.0,2418.06
GE,2020-08-10,36,0,41.65,1499.58,1499.58,0.0,-5358.78
AMD,2020-08-10,2099,0,82.24,172621.76,172621.76,0.0,148735.14
COHU,2020-08-10,1229,0,17.96,22072.84,22072.84,0.0,5198.67
MSFT,2020-08-10,111,0,208.25,23115.75,23115.75,0.0,16186.02
TXN,2020-08-10,95,0,135.41,12863.95,12863.95,0.0,5871.0
CGNX,2020-08-10,537,0,65.54,35194.98,35194.98,0.0,18032.46
